INSERT INTO d_entry (entry_id, part_id, container_qty, pieces_qty, price, time, cust_id, invoice_no)
('944', '4', '33', '24', '283500.0', '2024-06-07 15:25:47', '28', 'INV00944'),
('945', '1', '4', '17', '222300.0', '2024-06-08 16:25:10', '74', 'INV00945'),
('946', '5', '36', '36', '556920.0', '2024-06-09 09:56:10', '29', 'INV00946'),
('947', '6', '6', '6', '126000.0', '2024-06-09 13:11:00', '60', 'INV00947'),
('948', '5', '49', '25', '729470.0', '2024-06-09 21:05:01', '19', 'INV00948'),
('949', '10', '31', '13', '500070.0', '2024-06-10 14:30:35', '77', 'INV00949'),
('950', '7', '45', '9', '1468800.0', '2024-06-11 01:18:52', '51', 'INV00950'),
('951', '9', '19', '38', '332500.0', '2024-06-12 00:59:03', '26', 'INV00951'),
('952', '3', '21', '20', '930000.0', '2024-06-12 14:03:56', '7', 'INV00952'),
('953', '3', '14', '17', '675000.0', '2024-06-13 03:38:10', '29', 'INV00953'),
('954', '2', '27', '23', '2314700.0', '2024-06-14 15:39:37', '66', 'INV00954'),
('955', '3', '47', '3', '1455000.0', '2024-06-16 01:13:28', '68', 'INV00955'),
('956', '5', '31', '1', '443870.0', '2024-06-17 16:26:41', '23', 'INV00956'),
('957', '5', '31', '12', '456960.0', '2024-06-22 14:01:48', '100', 'INV00957'),
('958', '4', '41', '10', '322500.0', '2024-06-24 14:19:50', '49', 'INV00958'),
('959', '10', '16', '23', '270970.0', '2024-06-24 17:58:04', '11', 'INV00959'),
('960', '5', '50', '31', '750890.0', '2024-06-25 20:24:28', '54', 'INV00960'),
('961', '2', '26', '35', '2330500.0', '2024-06-26 01:23:33', '20', 'INV00961'),
('962', '5', '15', '0', '214200.0', '2024-06-27 14:58:39', '30', 'INV00962'),
('963', '3', '44', '17', '1575000.0', '2024-06-28 06:49:14', '31', 'INV00963'),
('964', '4', '3', '10', '37500.0', '2024-06-30 14:13:22', '48', 'INV00964'),
('965', '1', '35', '31', '1721400.0', '2024-07-02 23:40:52', '62', 'INV00965'),
('966', '2', '5', '40', '711000.0', '2024-07-04 04:27:39', '47', 'INV00966'),
('967', '10', '50', '21', '806590.0', '2024-07-04 08:44:21', '69', 'INV00967'),
('968', '1', '29', '8', '1392700.0', '2024-07-05 21:37:28', '81', 'INV00968'),
('969', '3', '18', '45', '1215000.0', '2024-07-05 23:51:30', '84', 'INV00969'),
('970', '1', '19', '37', '972800.0', '2024-07-06 02:09:16', '88', 'INV00970'),
('971', '3', '20', '27', '1005000.0', '2024-07-07 03:51:21', '69', 'INV00971'),
('972', '7', '23', '17', '790400.0', '2024-07-07 06:10:25', '15', 'INV00972'),
('973', '5', '30', '32', '466480.0', '2024-07-07 12:32:51', '74', 'INV00973'),
('974', '10', '5', '0', '79000.0', '2024-07-10 05:29:12', '87', 'INV00974'),
('975', '4', '5', '2', '40500.0', '2024-07-11 07:37:28', '100', 'INV00975'),
('976', '1', '44', '3', '2095700.0', '2024-07-12 10:50:02', '52', 'INV00976'),
('977', '5', '40', '29', '605710.0', '2024-07-13 05:43:23', '34', 'INV00977'),
('978', '6', '40', '19', '766500.0', '2024-07-13 23:08:38', '41', 'INV00978'),
('979', '5', '2', '29', '63070.0', '2024-07-14 03:12:56', '45', 'INV00979'),
('980', '10', '10', '42', '191180.0', '2024-07-15 06:44:35', '2', 'INV00980'),
('981', '9', '37', '18', '507500.0', '2024-07-16 17:00:03', '8', 'INV00981'),
('982', '9', '7', '29', '160000.0', '2024-07-17 12:33:13', '97', 'INV00982'),
('983', '2', '11', '8', '932200.0', '2024-07-17 13:52:20', '39', 'INV00983'),
('984', '10', '37', '7', '590130.0', '2024-07-17 19:31:07', '89', 'INV00984'),
('985', '8', '37', '3', '831420.0', '2024-07-17 20:44:48', '14', 'INV00985'),
('986', '1', '10', '22', '516800.0', '2024-07-18 01:30:42', '11', 'INV00986'),
('987', '9', '29', '50', '487500.0', '2024-07-18 23:53:05', '95', 'INV00987'),
('988', '6', '5', '5', '105000.0', '2024-07-20 10:22:04', '36', 'INV00988'),
('989', '1', '41', '43', '2029200.0', '2024-07-20 14:03:13', '10', 'INV00989'),
('990', '3', '3', '12', '270000.0', '2024-07-23 21:06:37', '91', 'INV00990'),
('991', '1', '34', '13', '1639700.0', '2024-07-24 08:51:18', '48', 'INV00991'),
('992', '4', '26', '19', '223500.0', '2024-07-25 19:01:10', '97', 'INV00992'),
('993', '6', '16', '22', '357000.0', '2024-07-31 17:04:02', '37', 'INV00993'),
('994', '9', '31', '23', '445000.0', '2024-07-31 19:19:33', '14', 'INV00994'),
('995', '5', '17', '30', '278460.0', '2024-08-02 15:31:07', '39', 'INV00995'),
('996', '6', '36', '38', '763000.0', '2024-08-04 03:45:33', '85', 'INV00996'),
('997', '9', '27', '4', '347500.0', '2024-08-06 17:07:41', '7', 'INV00997'),
('998', '2', '41', '42', '3570800.0', '2024-08-07 08:14:31', '66', 'INV00998'),
('999', '4', '29', '50', '292500.0', '2024-08-10 16:49:48', '45', 'INV00999'),
('1000', '8', '27', '47', '673480.0', '2024-08-10 20:17:12', '17', 'INV001000'),
